sponsor,xml,title,summary,start_year,start_month,phase,conditions,enrollment,status,meshes,condition_final
Sanofi,NCT00263354.xml,Oxaliplatin Phase II Trial in Association With 5FU and Folinic Acid in the Treatment of Advanced Unresectable or Metastatic Gastric Cancer.,To determine the objective response to oxaliplatin/5FU/leucovorin combination chemotherapy in patients with advanced unresectable or metastatic gastric cancer.,2003,10,Phase 2,['Stomach Neoplasms'],20,Completed,['Stomach Neoplasms'],Stomach Neoplasms
Sanofi,NCT00268671.xml,Phase I/II Trial of Weekly Docetaxel and Cisplatin for Locoregional Recurrent and/or Metastatic Squamous Cell Carcinoma of the Head and Neck (SCCHN),Study Objectives: - To determine the MTD (maximal tolerated dose) and recommended dose of a weekly docetaxel and cisplatin combination regimen for locoregional recurrent/metastatic Squamous Cell Carcinoma of the Head and Neck (SCCHN) - To determine the response rate of the recommended dose - To determine the safety and tolerability of the recommended dose,2003,8,Phase 1/Phase 2,['Head and Neck Neoplasms'],45,Completed,"['Carcinoma, Squamous Cell', 'Head and Neck Neoplasms']",Head and Neck Neoplasms
Sanofi,NCT00268710.xml,Multicenter Phase II Study of Taxotere (Docetaxel) Administered Weekly or Every Three Weeks in Combination With Prednisone as Second Line Chemotherapy in Patients With Hormone Refractory Prostate Cancer (HRPC),"Primary objectives: - To determine the response rate, measurable and non measurable, to Taxotere® in the second line setting. Secondary objectives: - To evaluate the overall safety and toxicity of Taxotere®/prednisone combination as second line therapy in HRPC - To evaluate PSA response (PSA: Prostate Specific Antigen) - To evaluate symptomatic response - To evaluate Quality of life - To evaluate patient safety of weekly versus q3 weekly regimens of Taxotere®.",2004,2,Phase 2,['Prostatic Neoplasms'],0,Completed,['Prostatic Neoplasms'],Prostatic Neoplasms
Sanofi,NCT00271271.xml,"Phase II Clinical Trial With the Combination Gemcitabine, Oxaliplatin and Vinorelbine as First Line Treatment in Patients With Non-small Cell Bronchopulmonary Cancer","Primary: ·To evaluate the activity of the combination of gemcitabine, oxaliplatin and vinorelbine as first line treatment in patients with non-small cell bronchopulmonary cancer Secondary: ·To evaluate the toxicity of the combination",2003,6,Phase 2,['Non Small Cell Lung Cancer'],40,Completed,"['Carcinoma, Non-Small-Cell Lung']","Carcinoma, Non-Small-Cell Lung"
Sanofi,NCT00271323.xml,A Two Arm Phase II Study Assessing Docetaxel/Cisplatin Induction Therapy Followed by Concurrent Chemoradiotherapy or Concurrent Chemoradiotherapy Followed by Consolidation Docetaxel/Cisplatin in Patients With Locally Advanced Unresectable NSCLC (Stage IIIA-multiple cN2 or IIIB),"- Primary : To determine the safety profile of each treatment group. - Secondary : To determine efficacy in term of overall response, disease free survival and survival at 1 and 2 years.",2005,5,Phase 2,['Non-Small-Cell Lung Carcinoma'],14,Terminated,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']","Carcinoma, Non-Small-Cell Lung"
Sanofi,NCT00272051.xml,A Multicenter Randomized Dble-Blind Placebo Controlled Phase III Study of the Efficacy of Xaliproden in Reducing the Neurotoxicity of the Oxaliplatin and 5-FU/LV Combination in First-Line Treatment of Patients With Metastatic Colorectal Carcinoma(MCRC),"Purpose of the trial is to evaluate the efficacy of Xaliproden in reducing the neurotoxicity of the Oxaliplatin and 5-FU/LV chemotherapy, in patients with metastatic colorectal carcinomaPrimary objectives : Compare the risk of occurence of grade 3-4 peripheral sensory neuropathy relative to the cumulative dose of Oxaliplatin between treatment group and placebo group ; Compare the response rate between treatment group and placebo group.Secondary objectives : neurotoxicity parameters (overall incidence, time and dose to onset, time to recovery, change in the sensory action potentials) ; antitumoral efficacy (progression-free survival, overall survival) ; safety profile.",2002,7,Phase 3,"['Metastases', 'Colorectal Neoplasms', 'Colorectal Carcinoma']",620,Completed,"['Carcinoma', 'Colorectal Neoplasms', 'Neurotoxicity Syndromes']",Colorectal Neoplasms
Sanofi,NCT00273546.xml,A Randomized Phase III Multicenter Trial of Neoadjuvant Docetaxel (Taxotere®) Plus Cisplatin and 5-Fluorouracil (TPF) Versus Neoadjuvant Cisplatin Plus 5-Fluorouracil Followed by Concomitant Chemoradiotherapy to Improve the Overall Survival and Progression Free Survival in Patients With Locally Advanced Squamous Cell Carcinoma of the Head and Neck,- 1.To compare overall survival after treatment with the test tri-therapy (TPF: docetaxel plus cisplatin and 5FU) or the control treatment (PF: cisplatin plus 5-FU) followed by chemoradiotherapy in patients with locally advanced SCCHN. - 2.The main second,1999,5,Phase 3,['Cancer'],500,Completed,['Head and Neck Neoplasms'],Head and Neck Neoplasms
Sanofi,NCT00275210.xml,Multicenter International Study of Oxaliplatin/ 5FU-LV in the Adjuvant Treatment of Colon Cancer,"To evaluate the FOLFOX regimen versus LV5FU2 in the adjuvant treatment of stage II and III colon cancer. Primary objective: Disease Free Survival (DFS) Secondary objective: Overall Survival (OS), safety (including long term toxicity)",1998,10,Phase 3,['Colonic Neoplasms'],2246,Completed,['Colonic Neoplasms'],Colonic Neoplasms
Sanofi,NCT00280098.xml,Phase IV Study of Safety and Efficacy of Docetaxel in Combination With Prednisone in Advanced Hormone Refractory Prostate Cancer Treatment,Evaluation of safety and efficacy of docetaxel in the treatment of advanced hormone refractory prostate cancer under the conditions of daily practise.,2006,1,Phase 4,['Prostatic Neoplasms'],30,Completed,['Prostatic Neoplasms'],Prostatic Neoplasms
Sanofi,NCT00280618.xml,Phase II Study of Eloxatin + 5-Fluorouracil/Leucovorin in Patients With Unresectable Hepatocellular Carcinoma,Primary: - To determine the Tumor Response Rate of patients with hepatocellular carcinoma treated with the combination chemotherapy of Eloxatin+5-Fluorouracil/Leucovorin Secondary: - Safety and tolerability of this regimen in these patients,2004,7,Phase 2,"['Carcinoma, Hepatocellular']",0,Completed,"['Carcinoma', 'Carcinoma, Hepatocellular']","Carcinoma, Hepatocellular"
Sanofi,NCT00283062.xml,"A Multicenter, Open-Label, Randomized, Phase III Trial Comparing Immediate Adjuvant Hormonal Therapy (ELIGARD®- Leuprolide Acetate) in Combination With TAXOTERE® (Docetaxel) Administered Every Three Weeks Versus Hormonal Therapy Alone Versus Deferred Therapy Followed by the Same Therapeutic Options in Patients With Prostate Cancer at High Risk of Relapse After Radical Prostatectomy","This is a prospective, multicenter, open-label, randomized phase III study in participants at high risk of recurrent prostate cancer after radical prostatectomy. The study will investigate - Treatment with docetaxel (TAXOTERE®) every three weeks (q3w) plus leuprolide acetate (ELIGARD®) versus leuprolide acetate alone (ELIGARD®) - Immediate treatment following prostatectomy versus deferred treatment at the time of relapse Using a 2x2 factorial design participants will therefore be randomized to - Immediate adjuvant treatment with docetaxel plus leuprolide acetate (chemotherapy and hormonal therapy) - Immediate adjuvant treatment with leuprolide acetate alone (hormonal therapy) - Deferred treatment with docetaxel plus leuprolide acetate (chemotherapy and hormonal therapy) - Deferred treatment with leuprolide acetate alone (hormonal therapy) Primary Objective: - The primary objective of the study is to compare progression-free survival using a 2x2 factorial design Secondary Objectives: - To compare the 5-year overall, cancer-specific and metastasis-free survival after systemic treatment between the groups - To compare the safety and tolerability between Docetaxel in combination with leuprolide acetate and leuprolide acetate alone. - To evaluate quality of life as measured by the FACT-P questionnaire. Originally, 1696 participants were planned in the study (with 424 participants randomized to each arm). However, only a total of 211 participants completed the randomization procedure as of 26 September 2007. Thus, sanofi-aventis, in accordance with the Steering Committee, decided to stop the participant recruitment as of 26 September 2007. Participants who had already signed their Informed Consent (IC) before September 26, 2007 were allowed to enter the randomization if they met eligibility criteria. The final revised number of planned participants to be randomly assigned to the 4 treatment arms was 250, and 228 participants were actually randomized. The final sample size did not allow all the statistical analyses to be conducted on efficacy data. Therefore, the protocol was amended to reflect the change in the plans for statistical analysis. The study was underpowered to serve as the basis for drawing conclusions regarding efficacy and quality of life (QoL) endpoints.",2005,12,Phase 3,['Prostatic Neoplasms'],228,Completed,['Prostatic Neoplasms'],Prostatic Neoplasms
Sanofi,NCT00284141.xml,"A Multicenter, Open-label, Single-arm, Two-stage Study of the Efficacy and Safety of AVE0005 (VEGF Trap) Administered Intravenously Every 2 Weeks in Patients With Platinum- and Erlotinib-resistant Locally Advanced or Metastatic Non-small-cell Lung Adenocarcinoma","This study evaluated the efficacy and safety of aflibercept in the treatment of participants with advanced chemoresistant non-small cell lung adenocarcinoma (NSCLA). Primary objective: - To determine the overall objective response rate (ORR) of AVE0005 (ziv-aflibercept, aflibercept, VEGF trap, ZALTRAP®) 4.0 mg/kg intravenously (IV) every 2 weeks in participants with platinum- and erlotinib-resistant, locally advanced or metastatic NSCLA. Secondary objective: - To assess duration of response (DR), progression-free survival (PFS), and overall survival (OS) in this participant population - To evaluate the safety profile of IV AVE0005 (ziv-aflibercept, aflibercept, VEGF trap, ZALTRAP®). This study employed an Independent Review Committee (IRC) for radiological tumor assessments. For all tumor assessment-related efficacy variables, two analyses were performed: the primary analysis was based on Independent Review Committee (IRC) reviewed data and the secondary analysis was based on Investigator evaluation. In addition, both Response Evaluation Criteria In Solid Tumors (RECIST) and Modified Response Evaluation Criteria In Solid Tumors (mRECIST) were used to assess tumors. Where as RECIST criteria only consider the longest diameter of the tumors for calculations pertaining to changes in tumor size, mRECIST assessments also account for the differences in the cavities of lesions observed in non-small-cell lung cancer (NSCLC). Responses based on RECIST and mRECIST are reported.",2006,1,Phase 2,"['Pulmonary Diseases', 'Neoplasms, Lung']",98,Completed,"['Neoplasms', 'Adenocarcinoma', 'Lung Diseases', 'Lung Neoplasms']",Lung Neoplasms
Sanofi,NCT00290953.xml,"A Double Blind, Randomized, Phase II-III Maintenance Study of SR48692 Versus Placebo in Patients With Extensive Stage Small Cell Lung Cancer Following a First Line Chemotherapy With Cisplatin + Etoposide","To demonstrate an increase in overall survival for patients with newly diagnosed extended stage small cell lung cancer when treated with SR48692 versus placebo, after an initial response (complete or partial response or stable) to first line cisplatin plus etoposide. Primary objective: comparison of overall survival between patients in the control arm and the meclinertant arm. Secondary objectives: comparison of the progression free survival, the time to progression, the clinical benefit, the quality of life, the toxicity and safety between patients in the control arm and the meclinertant arm.",2002,10,Phase 2/Phase 3,"['Lung Cancer', 'Pulmonary Neoplasms', 'Small Cell Lung Cancer']",432,Completed,"['Lung Neoplasms', 'Small Cell Lung Carcinoma']",Small Cell Lung Carcinoma
Sanofi,NCT00290966.xml,"Open Label, Randomized Multicentre Phase II/III Study of Docetaxel in Combination With Cisplatin (CDDP) or Docetaxel in Combination With 5-Fluorouracil (5-FU) and CDDP Compared to the Combination of CDDP and 5-FU in Patients With Metastatic or Locally Recurrent Gastric Cancer Previously Untreated With Chemotherapy for Advanced Disease","Phase II: Primary objective: to select one of the 2 test arms (docetaxel with cisplatin, docetaxel with cisplatin and 5-FU), based primarily on complete responses, to advance to a phase III survival comparison against the CDDP + 5-FU control arm. Secondary objective: to evaluate the quantitative and qualitative safety profile of the 2 test groups. Phase III: Primary objective: to detect a statistically significant increase in time to progression (TTP) for the test arm (docetaxel plus cisplatin and 5-FU) relative to the control arm (cisplatin plus 5-FU). Main secondary objective: to detect a statistically significant increase in overall survival (OS) for the test arm (docetaxel plus cisplatin and 5-FU) relative to the control arm (cisplatin plus 5-FU). Other secondary objectives: to compare response rates, time to treatment failure, duration of response, safety profiles, quality of life and disease-related symptoms.Socio-economic data will be collected in order to be able to perform an analysis by country when necessary.",1998,10,Phase 2/Phase 3,['Stomach Neoplasm'],610,Completed,['Stomach Neoplasms'],Stomach Neoplasms
